                  20170515 洛阳钼业 (603993)
 时间	    价格	    成交	笔数	
10:18	    4.20	       5	0	S	
10:18	    4.21	    3388	0	B	
10:18	    4.22	      10	0	B	
10:18	    4.21	      32	0	S	
10:18	    4.22	       8	0	B	
10:18	    4.21	     521	0	S	
10:18	    4.20	       6	0	S	
10:18	    4.20	     114	0	S	
10:18	    4.21	      29	0	B	
10:18	    4.21	     188	0	B	
10:18	    4.20	      23	0	S	
10:18	    4.21	       1	0	B	
10:18	    4.21	       3	0	B	
10:18	    4.21	     805	0	B	
10:18	    4.20	       1	0	S	
10:18	    4.21	       9	0	B	
10:19	    4.21	     269	0	B	
10:19	    4.21	      41	0	B	
10:19	    4.21	     287	0	B	
10:19	    4.20	      99	0	S	
10:19	    4.21	      14	0	B	
10:19	    4.20	      35	0	S	
10:19	    4.21	     117	0	B	
10:19	    4.21	      14	0	B	
10:19	    4.21	      84	0	B	
10:19	    4.21	       5	0	B	
10:19	    4.21	      36	0	B	
10:19	    4.20	     200	0	S	
10:19	    4.21	      45	0	B	
10:19	    4.21	     308	0	B	
10:19	    4.21	      43	0	B	
10:19	    4.21	    1013	0	B	
10:20	    4.21	      82	0	B	
10:20	    4.21	      60	0	S	
10:20	    4.22	      23	0	B	
10:20	    4.21	      20	0	S	
10:20	    4.21	      74	0	S	
10:20	    4.21	       6	0	S	
10:20	    4.21	     302	0	S	
10:20	    4.21	     361	0	B	
10:20	    4.21	      13	0	B	
10:20	    4.21	      28	0	B	
10:20	    4.21	     129	0	B	
10:20	    4.21	      90	0	B	
10:20	    4.20	      61	0	S	
10:20	    4.21	      22	0	B	
10:20	    4.20	       2	0	S	
10:20	    4.21	      66	0	B	
10:21	    4.21	      34	0	B	
10:21	    4.20	      15	0	S	
10:21	    4.21	      71	0	B	
10:21	    4.20	      18	0	S	
10:21	    4.20	      55	0	S	
10:21	    4.20	      95	0	S	
10:21	    4.21	    3324	0	B	
10:21	    4.21	      15	0	S	
10:21	    4.22	      93	0	B	
10:21	    4.21	      22	0	S	
10:21	    4.21	      12	0	S	
10:21	    4.21	     198	0	S	
10:21	    4.20	      82	0	S	
10:21	    4.21	     293	0	B	
10:21	    4.21	     605	0	B	
10:21	    4.21	      23	0	B	
10:21	    4.20	      36	0	S	
10:21	    4.20	     496	0	S	
10:22	    4.20	     104	0	S	
10:22	    4.21	       1	0	B	
10:22	    4.21	      65	0	B	
10:22	    4.21	      53	0	B	
10:22	    4.21	      10	0	B	
10:22	    4.20	      67	0	S	
10:22	    4.21	      43	0	B	
10:22	    4.21	       2	0	B	
10:22	    4.21	     445	0	B	
10:22	    4.21	       2	0	B	
10:22	    4.21	       1	0	B	
10:22	    4.20	       9	0	S	
10:22	    4.20	     284	0	S	
10:22	    4.21	       3	0	B	
10:23	    4.21	      12	0	B	
10:23	    4.21	      48	0	B	
10:23	    4.21	      88	0	B	
10:23	    4.20	     242	0	S	
10:23	    4.21	       5	0	B	
10:23	    4.20	     931	0	S	
10:23	    4.21	      18	0	B	
10:23	    4.21	      41	0	B	
10:23	    4.20	       6	0	S	
10:23	    4.20	     140	0	S	
10:23	    4.21	      71	0	B	
10:23	    4.20	     119	0	S	
10:23	    4.21	       2	0	B	
10:23	    4.21	     102	0	B	
10:24	    4.21	       1	0	B	
10:24	    4.20	       5	0	S	
10:24	    4.21	     532	0	B	
10:24	    4.20	      92	0	S	
10:24	    4.21	       2	0	B	
10:24	    4.20	     153	0	S	
10:24	    4.20	      51	0	S	
10:24	    4.21	      43	0	B	
10:24	    4.21	      97	0	B	
10:24	    4.21	       2	0	B	
10:25	    4.20	      32	0	S	
10:25	    4.21	       1	0	B	
10:25	    4.21	       3	0	B	
10:25	    4.20	       3	0	S	
10:25	    4.20	      40	0	S	
10:25	    4.20	       1	0	S	
10:25	    4.21	      34	0	B	
10:25	    4.21	      24	0	B	
10:25	    4.20	      86	0	S	
10:25	    4.21	       2	0	B	
10:25	    4.21	      16	0	B	
10:25	    4.20	      12	0	S	
10:25	    4.21	      20	0	B	
10:25	    4.21	     207	0	B	
10:25	    4.20	      11	0	S	
10:25	    4.20	      21	0	S	
10:25	    4.21	      24	0	B	
10:25	    4.21	       6	0	B	
10:26	    4.20	       4	0	S	
10:26	    4.20	       1	0	S	
10:26	    4.20	      16	0	S	
10:26	    4.21	       2	0	B	
10:26	    4.21	      71	0	B	
10:26	    4.21	      61	0	B	
10:26	    4.20	     221	0	S	
10:26	    4.20	       4	0	S	
10:26	    4.20	      77	0	S	
10:26	    4.21	      57	0	B	
10:26	    4.20	      51	0	S	
10:26	    4.21	       7	0	B	
10:26	    4.20	     160	0	S	
10:27	    4.20	     110	0	S	
10:27	    4.20	      26	0	S	
10:27	    4.20	      82	0	S	
10:27	    4.21	     178	0	B	
10:27	    4.21	      67	0	B	
10:27	    4.20	    2005	0	S	
10:27	    4.21	       2	0	B	
10:27	    4.21	       9	0	B	
10:27	    4.20	     213	0	S	
10:27	    4.20	      73	0	S	
10:27	    4.21	       1	0	B	
10:27	    4.20	     200	0	S	
10:27	    4.21	       3	0	B	
10:27	    4.21	       2	0	B	
10:28	    4.20	      10	0	S	
10:28	    4.20	      15	0	S	
10:28	    4.20	      10	0	S	
10:28	    4.20	      12	0	S	
10:28	    4.20	      50	0	S	
10:28	    4.21	     401	0	B	
10:28	    4.20	    1752	0	S	
10:28	    4.21	       2	0	B	
10:28	    4.20	      30	0	B	
10:28	    4.20	     169	0	B	
10:28	    4.20	       4	0	S	
10:28	    4.21	      12	0	B	
10:28	    4.21	       5	0	B	
10:28	    4.20	     226	0	S	
10:29	    4.20	      58	0	S	
10:29	    4.21	      14	0	B	
10:29	    4.21	      44	0	B	
10:29	    4.21	      65	0	B	
10:29	    4.20	      17	0	S	
10:29	    4.20	     140	0	S	
10:29	    4.20	      13	0	S	
10:29	    4.21	     109	0	B	
10:29	    4.21	       1	0	B	
10:29	    4.20	     140	0	S	
10:29	    4.20	     200	0	S	
10:29	    4.20	      53	0	S	
10:29	    4.20	      49	0	B	
10:29	    4.20	      10	0	B	
10:29	    4.20	       2	0	B	
10:29	    4.19	      60	0	S	
10:30	    4.20	      10	0	B	
10:30	    4.20	      70	0	B	
10:30	    4.20	       3	0	B	
10:30	    4.20	      37	0	B	
10:30	    4.20	      38	0	B	
10:30	    4.20	      30	0	B	
10:30	    4.20	      42	0	B	
10:30	    4.20	       3	0	B	
10:30	    4.19	       2	0	S	
10:30	    4.20	     110	0	B	
10:30	    4.19	       5	0	S	
10:30	    4.20	       3	0	B	
10:30	    4.20	       5	0	B	
10:30	    4.20	       3	0	B	
10:30	    4.19	      10	0	S	
10:31	    4.19	      31	0	S	
10:31	    4.20	      30	0	B	
10:31	    4.20	      10	0	B	
10:31	    4.20	       2	0	B	
10:31	    4.19	      50	0	S	
10:31	    4.19	      40	0	S	
10:31	    4.20	       3	0	B	
10:31	    4.20	       5	0	B	
10:31	    4.20	      23	0	B	
10:31	    4.20	      84	0	B	
10:31	    4.20	      17	0	B	
10:31	    4.20	     100	0	B	
10:31	    4.20	      63	0	B	
10:31	    4.20	      62	0	B	
10:31	    4.19	      48	0	S	
10:32	    4.19	      19	0	S	
10:32	    4.20	      21	0	B	
10:32	    4.20	       5	0	B	
10:32	    4.19	      18	0	S	
10:32	    4.19	      20	0	S	
10:32	    4.20	       7	0	B	
10:32	    4.20	       9	0	B	
10:32	    4.19	       1	0	S	
10:32	    4.20	       1	0	B	
10:32	    4.20	      30	0	B	
10:32	    4.19	     192	0	S	
10:32	    4.20	       2	0	B	
10:32	    4.20	    2553	0	B	
10:32	    4.20	       2	0	B	
10:33	    4.20	      75	0	B	
10:33	    4.19	      16	0	S	
10:33	    4.20	      58	0	B	
10:33	    4.19	      56	0	S	
10:33	    4.20	       3	0	B	
10:33	    4.20	      43	0	B	
10:33	    4.20	      19	0	B	
10:33	    4.20	       2	0	B	
10:33	    4.20	      85	0	B	
10:34	    4.20	      36	0	B	
10:34	    4.19	      40	0	S	
10:34	    4.20	       5	0	B	
10:34	    4.19	      35	0	S	
10:34	    4.19	       5	0	S	
10:34	    4.19	      10	0	S	
10:34	    4.20	       2	0	B	
10:34	    4.20	       2	0	B	
10:34	    4.19	       5	0	S	
10:34	    4.20	     423	0	B	
10:34	    4.20	      14	0	B	
10:34	    4.20	      10	0	B	
10:34	    4.20	      18	0	B	
10:34	    4.19	      51	0	S	
10:35	    4.20	      13	0	B	
10:35	    4.20	       6	0	B	
10:35	    4.20	      59	0	B	
10:35	    4.20	     696	0	B	
10:35	    4.20	       7	0	B	
10:35	    4.20	      12	0	B	
10:35	    4.20	       6	0	B	
10:35	    4.20	      28	0	B	
10:35	    4.20	      31	0	B	
10:35	    4.20	     114	0	B	
10:35	    4.20	     134	0	B	
10:35	    4.20	     419	0	B	
10:35	    4.20	     105	0	B	
10:36	    4.20	       1	0	S	
10:36	    4.20	      35	0	S	
10:36	    4.20	       5	0	B	
10:36	    4.21	      55	0	B	
10:36	    4.20	       6	0	S	
10:36	    4.20	     190	0	S	
10:36	    4.20	       5	0	S	
10:36	    4.21	       3	0	B	
10:36	    4.20	       1	0	S	
10:36	    4.21	      38	0	B	
10:36	    4.20	      53	0	S	
10:36	    4.21	       1	0	B	
10:36	    4.21	       2	0	B	
10:36	    4.20	      82	0	S	
10:36	    4.20	     104	0	S	
10:37	    4.20	      10	0	S	
10:37	    4.21	       1	0	B	
10:37	    4.21	       3	0	B	
10:37	    4.20	     150	0	S	
10:37	    4.21	       2	0	B	
10:37	    4.21	       1	0	B	
10:37	    4.21	      16	0	B	
10:37	    4.21	       1	0	B	
10:37	    4.21	      24	0	B	
10:37	    4.20	       3	0	S	
10:37	    4.21	      30	0	B	
10:38	    4.21	     216	0	B	
10:38	    4.21	     100	0	B	
10:38	    4.21	       4	0	B	
10:38	    4.20	      20	0	S	
10:38	    4.21	       2	0	B	
10:38	    4.21	       3	0	B	
10:38	    4.20	     110	0	S	
10:38	    4.21	       2	0	B	
10:38	    4.21	      10	0	B	
10:38	    4.21	      14	0	B	
10:38	    4.21	       2	0	B	
10:38	    4.20	       1	0	S	
10:38	    4.21	      90	0	B	
10:39	    4.20	      28	0	S	
10:39	    4.21	      17	0	B	
10:39	    4.21	       5	0	B	
10:39	    4.21	    7099	0	B	
10:39	    4.21	       9	0	S	
10:39	    4.21	       9	0	S	
10:39	    4.21	    1005	0	S	
10:39	    4.21	     177	0	S	
10:39	    4.21	     195	0	S	
10:39	    4.22	      34	0	B	
10:39	    4.21	     102	0	S	
10:39	    4.21	     707	0	S	
10:39	    4.21	      22	0	B	
10:39	    4.21	      14	0	B	
10:39	    4.21	      31	0	B	
10:39	    4.21	      80	0	B	
10:39	    4.21	      22	0	B	
10:40	    4.21	     455	0	B	
10:40	    4.21	      35	0	B	
10:40	    4.21	     100	0	B	
10:40	    4.21	      31	0	B	
10:40	    4.21	      25	0	B	
10:40	    4.21	      37	0	B	
10:40	    4.21	       7	0	B	
10:40	    4.21	       2	0	B	
10:40	    4.21	       2	0	B	
10:40	    4.20	      28	0	S	
10:40	    4.21	      21	0	B	
10:40	    4.20	     136	0	S	
10:40	    4.21	      62	0	B	
10:40	    4.20	      88	0	S	
10:40	    4.20	      27	0	S	
10:41	    4.21	      52	0	B	
10:41	    4.21	       2	0	B	
10:41	    4.20	      10	0	S	
10:41	    4.21	     269	0	B	
10:41	    4.21	      26	0	B	
10:41	    4.21	       2	0	B	
10:41	    4.20	      46	0	S	
10:41	    4.20	     106	0	S	
10:41	    4.20	       5	0	S	
10:41	    4.21	     100	0	B	
10:41	    4.20	      31	0	S	
10:41	    4.20	      33	0	S	
10:41	    4.21	      41	0	B	
10:41	    4.21	    3201	0	B	
10:41	    4.20	      34	0	S	
10:41	    4.20	      31	0	S	
10:42	    4.21	       2	0	B	
10:42	    4.21	      19	0	B	
10:42	    4.21	      30	0	B	
10:42	    4.21	     465	0	B	
10:42	    4.21	       2	0	B	
10:42	    4.20	       8	0	S	
10:42	    4.20	      10	0	S	
10:42	    4.21	      14	0	B	
10:42	    4.21	      22	0	B	
10:42	    4.20	     112	0	S	
10:42	    4.21	      20	0	B	
10:42	    4.21	       2	0	B	
10:42	    4.21	       8	0	B	
10:42	    4.20	     104	0	S	
10:43	    4.21	       2	0	B	
10:43	    4.21	       2	0	B	
10:43	    4.21	      12	0	B	
10:43	    4.20	      23	0	S	
10:43	    4.21	       4	0	B	
10:43	    4.21	     128	0	B	
10:43	    4.21	       6	0	B	
10:43	    4.21	       5	0	B	
10:43	    4.21	       2	0	B	
10:43	    4.20	      24	0	S	
10:44	    4.21	       4	0	B	
10:44	    4.21	      18	0	B	
10:44	    4.21	       5	0	B	
10:44	    4.21	      21	0	B	
10:44	    4.20	       5	0	S	
10:44	    4.21	       2	0	B	
10:44	    4.20	      20	0	S	
10:44	    4.20	      25	0	S	
10:44	    4.21	       9	0	B	
10:44	    4.21	       2	0	B	
10:44	    4.21	      34	0	B	
10:44	    4.21	       5	0	B	
10:44	    4.20	       3	0	S	
10:44	    4.20	      50	0	S	
10:44	    4.20	       1	0	S	
10:44	    4.21	       2	0	B	
10:45	    4.21	    2001	0	B	
10:45	    4.20	      15	0	S	
10:45	    4.21	      88	0	B	
10:45	    4.21	      81	0	B	
10:45	    4.20	       6	0	S	
10:45	    4.21	      13	0	B	
10:45	    4.21	       3	0	B	
10:45	    4.21	       2	0	B	
10:45	    4.21	      14	0	B	
10:45	    4.21	       2	0	B	
10:45	    4.21	      26	0	B	
10:45	    4.20	      12	0	S	
10:46	    4.21	       2	0	B	
10:46	    4.21	      10	0	B	
10:46	    4.21	       2	0	B	
10:46	    4.21	       2	0	B	
10:46	    4.21	     250	0	B	
10:46	    4.21	      32	0	B	
10:47	    4.21	      15	0	B	
10:47	    4.21	       2	0	B	
10:47	    4.21	       2	0	B	
10:47	    4.21	       4	0	B	
10:47	    4.21	      35	0	B	
10:47	    4.20	      45	0	S	
10:47	    4.20	       1	0	S	
10:47	    4.21	      22	0	B	
10:48	    4.21	       1	0	B	
10:48	    4.21	      36	0	B	
10:48	    4.21	      12	0	B	
10:48	    4.21	     424	0	B	
10:48	    4.21	      40	0	B	
10:48	    4.21	      60	0	B	
10:48	    4.20	    4472	0	S	
10:48	    4.20	       5	0	B	
10:48	    4.19	     271	0	S	
10:48	    4.20	      10	0	B	
10:48	    4.19	       2	0	S	
10:48	    4.20	     102	0	B	
10:49	    4.19	      30	0	S	
10:49	    4.19	      30	0	S	
10:49	    4.20	       2	0	B	
10:49	    4.19	      10	0	S	
10:49	    4.20	      21	0	B	
10:49	    4.20	    1408	0	B	
10:49	    4.19	      80	0	S	
10:49	    4.19	       5	0	S	
10:49	    4.20	      30	0	B	
10:49	    4.20	       4	0	B	
10:49	    4.20	     742	0	B	
10:49	    4.20	      20	0	S	
10:49	    4.21	       2	0	B	
10:50	    4.20	     102	0	S	
10:50	    4.21	       1	0	B	
10:50	    4.21	       2	0	B	
10:50	    4.20	     156	0	S	
10:50	    4.20	     118	0	B	
10:50	    4.19	     198	0	S	
10:50	    4.20	      22	0	S	
10:50	    4.20	      13	0	S	
10:50	    4.20	      13	0	S	
10:50	    4.21	      10	0	B	
10:50	    4.20	       1	0	S	
10:50	    4.20	      17	0	S	
10:51	    4.20	       5	0	S	
10:51	    4.20	      37	0	S	
10:51	    4.21	      16	0	B	
10:51	    4.20	      13	0	S	
10:51	    4.21	       4	0	B	
10:51	    4.20	     115	0	S	
10:51	    4.20	      24	0	S	
10:51	    4.20	       7	0	S	
10:51	    4.20	      83	0	S	
10:51	    4.20	      37	0	S	
10:52	    4.20	     676	0	S	
10:52	    4.20	       5	0	B	
10:52	    4.20	     255	0	B	
10:52	    4.20	      50	0	B	
10:52	    4.20	       2	0	B	
10:52	    4.19	       1	0	S	
10:52	    4.20	       3	0	B	
10:52	    4.20	       1	0	B	
10:52	    4.20	       2	0	B	
10:52	    4.20	       1	0	B	
10:52	    4.19	       5	0	S	
10:52	    4.20	       2	0	B	
10:53	    4.20	      38	0	B	
10:53	    4.20	       2	0	B	
10:53	    4.20	       2	0	B	
10:53	    4.19	       2	0	S	
10:53	    4.20	      20	0	B	
10:53	    4.20	       2	0	B	
10:53	    4.20	      10	0	B	
10:53	    4.20	      53	0	B	
10:53	    4.20	      32	0	B	
10:53	    4.20	      28	0	B	
10:53	    4.20	       2	0	B	
10:54	    4.20	       1	0	B	
10:54	    4.19	       8	0	S	
10:54	    4.19	      94	0	S	
10:54	    4.20	      11	0	B	
10:54	    4.19	      60	0	S	
10:54	    4.19	     204	0	S	
10:54	    4.20	       2	0	B	
10:54	    4.19	     509	0	S	
10:54	    4.20	       1	0	B	
10:54	    4.19	       4	0	S	
10:54	    4.20	      15	0	B	
10:55	    4.19	      60	0	S	
10:55	    4.19	       6	0	S	
10:55	    4.19	       8	0	S	
10:55	    4.20	       5	0	B	
10:55	    4.19	      12	0	S	
10:55	    4.20	       4	0	B	
10:55	    4.19	      25	0	S	
10:55	    4.20	       3	0	B	
10:55	    4.19	       5	0	S	
10:55	    4.20	      29	0	B	
10:55	    4.20	      10	0	B	
10:55	    4.20	      10	0	B	
10:55	    4.20	       2	0	B	
10:56	    4.20	      55	0	B	
10:56	    4.20	      27	0	B	
10:56	    4.19	       4	0	S	
10:56	    4.20	       2	0	B	
10:56	    4.19	      10	0	S	
10:56	    4.19	       5	0	S	
10:56	    4.19	       1	0	S	
10:56	    4.19	      14	0	S	
10:56	    4.20	      51	0	B	
10:56	    4.20	      19	0	B	
10:56	    4.19	       1	0	S	
10:56	    4.20	       2	0	B	
10:57	    4.19	      20	0	S	
10:57	    4.20	      27	0	B	
10:57	    4.20	       2	0	B	
10:57	    4.19	     133	0	S	
10:57	    4.20	       1	0	B	
10:57	    4.20	       3	0	B	
10:57	    4.20	       2	0	B	
10:57	    4.20	      10	0	B	
10:57	    4.20	      10	0	B	
10:57	    4.19	      10	0	S	
10:57	    4.20	       2	0	B	
10:57	    4.19	       1	0	S	
10:57	    4.20	      32	0	B	
10:58	    4.19	       9	0	S	
10:58	    4.20	     232	0	B	
10:58	    4.19	     100	0	S	
10:58	    4.19	      11	0	S	
10:58	    4.20	       2	0	B	
10:58	    4.20	      16	0	B	
10:58	    4.20	       1	0	B	
10:58	    4.19	       8	0	S	
10:58	    4.20	       8	0	B	
10:59	    4.20	       2	0	B	
10:59	    4.20	       5	0	B	
10:59	    4.19	      13	0	S	
10:59	    4.20	       2	0	B	
10:59	    4.19	      15	0	S	
10:59	    4.20	       4	0	B	
10:59	    4.20	       2	0	B	
10:59	    4.19	       3	0	S	
10:59	    4.20	     308	0	B	
10:59	    4.19	       1	0	S	
10:59	    4.19	       4	0	S	
10:59	    4.19	      16	0	S	
11:00	    4.20	       2	0	B	
11:00	    4.20	       2	0	B	
11:00	    4.20	      60	0	B	
11:00	    4.20	       2	0	B	
11:00	    4.19	     165	0	S	
11:00	    4.20	       2	0	B	
11:00	    4.20	       2	0	B	
11:00	    4.19	      10	0	S	
11:01	    4.20	       2	0	B	
11:01	    4.19	       2	0	S	
11:01	    4.20	      12	0	B	
11:01	    4.19	      20	0	S	
11:01	    4.20	      12	0	B	
11:01	    4.19	      23	0	S	
11:01	    4.20	       2	0	B	
11:01	    4.19	      39	0	S	
11:01	    4.20	       2	0	B	
11:01	    4.20	       8	0	B	
11:01	    4.20	       6	0	B	
11:02	    4.20	       2	0	B	
11:02	    4.20	      20	0	B	
11:02	    4.19	      95	0	S	
11:02	    4.19	       1	0	S	
11:02	    4.20	       2	0	B	
11:02	    4.20	       2	0	B	
11:02	    4.20	      17	0	B	
11:02	    4.20	      13	0	B	
11:02	    4.20	       2	0	B	
11:02	    4.20	      23	0	B	
11:02	    4.20	      12	0	B	
11:02	    4.20	       7	0	B	
11:03	    4.20	       3	0	B	
11:03	    4.20	      15	0	B	
11:03	    4.19	       4	0	S	
11:03	    4.20	       1	0	B	
11:03	    4.19	       7	0	S	
11:03	    4.19	       1	0	S	
11:03	    4.20	       9	0	B	
11:03	    4.20	     152	0	B	
11:03	    4.19	       3	0	S	
11:03	    4.19	       7	0	S	
11:03	    4.20	      28	0	B	
11:04	    4.20	      28	0	B	
11:04	    4.20	      32	0	B	
11:04	    4.20	    1936	0	B	
11:04	    4.20	      35	0	B	
11:04	    4.20	      58	0	B	
11:04	    4.20	     150	0	B	
11:04	    4.20	     776	0	B	
11:04	    4.21	       2	0	B	
11:04	    4.21	      50	0	B	
11:04	    4.20	     446	0	S	
11:04	    4.20	      69	0	B	
11:04	    4.20	     115	0	B	
11:05	    4.20	     121	0	S	
11:05	    4.20	     143	0	B	
11:05	    4.20	      31	0	B	
11:05	    4.20	      19	0	B	
11:05	    4.20	      71	0	B	
11:05	    4.20	       1	0	B	
11:05	    4.20	       5	0	B	
11:05	    4.20	     101	0	B	
11:05	    4.20	       2	0	B	
11:05	    4.20	      30	0	B	
11:05	    4.20	     100	0	B	
11:05	    4.20	     198	0	B	
11:05	    4.20	       7	0	B	
11:05	    4.20	       2	0	B	
11:05	    4.20	      27	0	B	
11:06	    4.20	      10	0	B	
11:06	    4.20	      10	0	B	
11:06	    4.20	       2	0	B	
11:06	    4.20	      10	0	B	
11:06	    4.20	      21	0	B	
11:06	    4.20	      70	0	B	
11:06	    4.20	       2	0	B	
11:06	    4.20	      10	0	B	
11:06	    4.19	      34	0	S	
11:06	    4.20	      20	0	B	
11:06	    4.20	       2	0	B	
11:06	    4.19	      50	0	S	
11:06	    4.19	      12	0	S	
11:06	    4.20	       2	0	B	
11:07	    4.20	     110	0	B	
11:07	    4.20	      52	0	B	
11:07	    4.20	      71	0	B	
11:07	    4.20	     116	0	B	
11:07	    4.20	      60	0	B	
11:07	    4.20	       2	0	B	
11:07	    4.20	      34	0	B	
11:07	    4.20	       1	0	B	
11:07	    4.19	     267	0	S	
11:07	    4.20	       1	0	B	
11:07	    4.20	     108	0	B	
11:07	    4.20	       1	0	B	
11:08	    4.20	      40	0	B	
11:08	    4.20	       5	0	B	
11:08	    4.20	      10	0	B	
11:08	    4.20	      10	0	B	
11:08	    4.20	       2	0	B	
11:08	    4.20	      59	0	B	
11:08	    4.19	     123	0	S	
11:08	    4.20	      20	0	B	
11:08	    4.20	       2	0	B	
11:08	    4.20	      20	0	B	
11:08	    4.20	     221	0	B	
11:08	    4.20	       2	0	B	
11:08	    4.20	      15	0	B	
11:08	    4.20	       1	0	B	
11:09	    4.20	       5	0	B	
11:09	    4.19	       7	0	S	
11:09	    4.20	      85	0	B	
11:09	    4.19	      26	0	S	
11:09	    4.20	      35	0	B	
11:09	    4.20	      10	0	B	
11:09	    4.19	      86	0	S	
11:09	    4.20	       5	0	B	
11:09	    4.20	      40	0	B	
11:09	    4.20	     292	0	B	
11:09	    4.20	    1067	0	B	
11:09	    4.20	     252	0	B	
11:09	    4.20	      36	0	B	
11:09	    4.21	      14	0	B	
11:10	    4.20	     100	0	S	
11:10	    4.21	       2	0	B	
11:10	    4.21	      39	0	B	
11:10	    4.20	      72	0	S	
11:10	    4.21	      25	0	B	
11:10	    4.21	       2	0	B	
11:10	    4.20	       1	0	S	
11:10	    4.21	       2	0	B	
11:10	    4.21	       1	0	B	
11:11	    4.21	       1	0	B	
11:11	    4.21	       2	0	B	
11:11	    4.20	     108	0	S	
11:11	    4.21	      20	0	B	
11:11	    4.21	      32	0	B	
11:11	    4.21	     124	0	B	
11:11	    4.21	      28	0	B	
11:11	    4.21	       2	0	B	
11:11	    4.20	       1	0	S	
11:11	    4.20	      10	0	S	
11:11	    4.21	       2	0	B	
11:12	    4.20	       6	0	S	
11:12	    4.21	      20	0	B	
11:12	    4.20	      30	0	S	
11:12	    4.20	      50	0	S	
11:12	    4.21	      67	0	B	
11:12	    4.21	       6	0	B	
11:12	    4.20	      10	0	S	
11:12	    4.20	      86	0	S	
11:12	    4.20	     161	0	S	
11:12	    4.21	       2	0	B	
11:12	    4.21	       1	0	B	
11:12	    4.21	      33	0	B	
11:12	    4.20	       3	0	S	
11:12	    4.21	      21	0	B	
11:13	    4.21	       3	0	B	
11:13	    4.20	       2	0	S	
11:13	    4.20	     500	0	S	
11:13	    4.21	      82	0	B	
11:13	    4.21	       2	0	B	
11:13	    4.20	     100	0	S	
11:13	    4.21	      22	0	B	
11:13	    4.20	       2	0	S	
11:13	    4.21	       4	0	B	
11:13	    4.21	       2	0	B	
11:13	    4.21	      34	0	B	
11:13	    4.20	      10	0	S	
11:13	    4.21	       2	0	B	
11:13	    4.21	      17	0	B	
11:13	    4.21	       7	0	B	
11:13	    4.21	      18	0	B	
11:14	    4.21	      22	0	B	
11:14	    4.21	      11	0	B	
11:14	    4.20	      12	0	S	
11:14	    4.21	      25	0	B	
11:14	    4.20	      40	0	S	
11:14	    4.20	      45	0	S	
11:14	    4.21	       2	0	B	
11:15	    4.20	       1	0	S	
11:15	    4.21	      10	0	B	
11:15	    4.20	      20	0	S	
11:15	    4.21	       2	0	B	
11:15	    4.20	       1	0	S	
11:15	    4.21	      13	0	B	
11:15	    4.21	       2	0	B	
11:15	    4.20	      30	0	S	
11:15	    4.21	       1	0	B	
11:15	    4.20	      26	0	S	
11:15	    4.20	     203	0	S	
11:15	    4.21	      42	0	B	
11:15	    4.21	     201	0	B	
11:16	    4.21	      44	0	B	
11:16	    4.20	       1	0	S	
11:16	    4.21	      15	0	B	
11:16	    4.20	      12	0	S	
11:16	    4.20	      18	0	S	
11:16	    4.21	     211	0	B	
11:16	    4.21	      56	0	B	
11:16	    4.20	       1	0	S	
11:16	    4.21	       2	0	B	
11:16	    4.20	     113	0	S	
11:16	    4.21	      27	0	B	
11:16	    4.20	       6	0	S	
11:17	    4.20	       6	0	S	
11:17	    4.21	       2	0	B	
11:17	    4.21	       9	0	B	
11:17	    4.20	       3	0	S	
11:17	    4.21	       2	0	B	
11:17	    4.21	       2	0	B	
11:17	    4.21	       2	0	B	
11:17	    4.20	       3	0	S	
11:17	    4.20	       6	0	S	
11:17	    4.21	     100	0	B	
11:17	    4.21	      33	0	B	
11:18	    4.20	       6	0	S	
11:18	    4.21	       2	0	B	
11:18	    4.21	       4	0	B	
11:18	    4.20	      26	0	S	
11:18	    4.20	       1	0	S	
11:18	    4.20	     100	0	S	
11:18	    4.21	      24	0	B	
11:18	    4.21	     198	0	B	
11:18	    4.21	      36	0	B	
11:18	    4.20	      11	0	S	
11:18	    4.21	       2	0	B	
11:18	    4.21	      10	0	B	
11:18	    4.20	     105	0	S	
11:18	    4.21	      28	0	B	
11:18	    4.20	      11	0	S	
11:19	    4.20	      16	0	S	
11:19	    4.21	       2	0	B	
11:19	    4.21	       5	0	B	
11:19	    4.21	      17	0	B	
11:19	    4.21	      11	0	B	
11:19	    4.21	       2	0	B	
11:19	    4.20	      20	0	S	
11:19	    4.20	     250	0	S	
11:19	    4.20	       3	0	S	
11:19	    4.20	     252	0	S	
11:19	    4.21	     113	0	B	
11:19	    4.20	      20	0	S	
11:20	    4.20	      13	0	S	
11:20	    4.21	       2	0	B	
11:20	    4.21	      27	0	B	
11:20	    4.21	      16	0	B	
11:20	    4.20	       1	0	S	
11:20	    4.20	      13	0	S	
11:20	    4.21	       2	0	B	
11:20	    4.20	       1	0	S	
11:21	    4.20	      50	0	S	
11:21	    4.21	      15	0	B	
11:21	    4.20	       5	0	S	
11:21	    4.21	       3	0	B	
11:21	    4.20	     510	0	S	
11:21	    4.20	       5	0	S	
11:21	    4.21	     110	0	B	
11:21	    4.21	      19	0	B	
11:21	    4.20	      31	0	S	
11:22	    4.21	    3451	0	B	
11:22	    4.21	     180	0	B	
11:22	    4.20	       1	0	S	
11:22	    4.20	      60	0	S	
11:22	    4.20	     100	0	S	
11:22	    4.20	      19	0	S	
11:22	    4.21	       1	0	B	
11:22	    4.21	       1	0	B	
