                  20170515 洛阳钼业 (603993)
 时间	    价格	    成交	笔数	
11:22	    4.21	       2	0	B	
11:22	    4.21	       1	0	B	
11:23	    4.21	      12	0	B	
11:23	    4.21	     125	0	B	
11:23	    4.20	       1	0	S	
11:23	    4.21	       2	0	B	
11:23	    4.20	       1	0	S	
11:23	    4.21	      10	0	B	
11:23	    4.20	      87	0	S	
11:23	    4.20	     282	0	S	
11:23	    4.20	      37	0	S	
11:23	    4.20	      40	0	S	
11:24	    4.20	     510	0	S	
11:24	    4.20	     289	0	S	
11:24	    4.20	      91	0	S	
11:24	    4.20	     100	0	S	
11:24	    4.21	     210	0	B	
11:24	    4.21	       2	0	B	
11:24	    4.20	       2	0	S	
11:24	    4.20	     235	0	S	
11:24	    4.20	       2	0	S	
11:24	    4.21	       2	0	B	
11:24	    4.21	       2	0	B	
11:24	    4.20	      62	0	S	
11:25	    4.20	      79	0	S	
11:25	    4.20	       3	0	S	
11:25	    4.20	      80	0	S	
11:25	    4.21	      23	0	B	
11:25	    4.21	       2	0	B	
11:25	    4.20	     250	0	S	
11:25	    4.20	      67	0	S	
11:25	    4.21	       1	0	B	
11:25	    4.21	      20	0	B	
11:26	    4.20	       6	0	S	
11:26	    4.20	      29	0	S	
11:26	    4.21	      50	0	B	
11:26	    4.21	      22	0	B	
11:26	    4.20	      25	0	S	
11:26	    4.21	       1	0	B	
11:26	    4.20	      50	0	S	
11:26	    4.21	      10	0	B	
11:26	    4.21	      98	0	B	
11:26	    4.21	       2	0	B	
11:26	    4.20	      35	0	S	
11:26	    4.20	       5	0	S	
11:27	    4.20	       1	0	S	
11:27	    4.20	       5	0	S	
11:27	    4.20	     200	0	S	
11:27	    4.21	       2	0	B	
11:27	    4.20	      25	0	S	
11:27	    4.20	      14	0	S	
11:27	    4.20	       1	0	S	
11:27	    4.21	       2	0	B	
11:27	    4.21	       5	0	B	
11:28	    4.21	       7	0	B	
11:28	    4.21	       1	0	B	
11:28	    4.20	      10	0	S	
11:28	    4.20	       3	0	S	
11:28	    4.20	      10	0	S	
11:28	    4.20	       5	0	S	
11:29	    4.20	      10	0	S	
11:29	    4.21	       1	0	B	
11:29	    4.21	     105	0	B	
11:29	    4.21	      25	0	B	
11:29	    4.20	      50	0	S	
11:29	    4.21	      14	0	B	
11:29	    4.20	       9	0	S	
11:29	    4.20	      23	0	S	
11:29	    4.21	       2	0	B	
11:30	    4.21	      50	0	B	
13:00	    4.21	     476	0	B	
13:00	    4.21	     823	0	B	
13:00	    4.21	     778	0	B	
13:00	    4.21	      51	0	B	
13:00	    4.21	     242	0	B	
13:00	    4.21	      21	0	B	
13:00	    4.21	       9	0	B	
13:00	    4.20	      30	0	S	
13:00	    4.20	      25	0	S	
13:00	    4.20	      10	0	S	
13:01	    4.20	       4	0	S	
13:01	    4.21	      21	0	B	
13:01	    4.20	       3	0	S	
13:01	    4.21	       1	0	B	
13:01	    4.20	      10	0	S	
13:01	    4.21	       3	0	B	
13:01	    4.21	      85	0	B	
13:02	    4.20	      13	0	S	
13:02	    4.20	      13	0	S	
13:02	    4.21	      30	0	B	
13:02	    4.21	       2	0	B	
13:02	    4.21	       7	0	B	
13:02	    4.20	      20	0	S	
13:02	    4.21	       2	0	B	
13:02	    4.20	      46	0	S	
13:02	    4.20	       1	0	S	
13:02	    4.21	       2	0	B	
13:03	    4.21	       2	0	B	
13:03	    4.20	      13	0	S	
13:03	    4.21	     320	0	B	
13:03	    4.21	       2	0	B	
13:03	    4.20	       6	0	S	
13:03	    4.21	      35	0	B	
13:03	    4.20	       1	0	S	
13:03	    4.21	     136	0	B	
13:03	    4.21	       9	0	B	
13:03	    4.20	       5	0	S	
13:03	    4.20	      40	0	S	
13:03	    4.21	       2	0	B	
13:03	    4.21	      41	0	B	
13:04	    4.21	      60	0	B	
13:04	    4.21	       2	0	B	
13:04	    4.20	     400	0	S	
13:04	    4.21	       2	0	B	
13:04	    4.20	       1	0	S	
13:04	    4.20	     300	0	S	
13:04	    4.20	       4	0	S	
13:04	    4.21	     702	0	B	
13:04	    4.21	       2	0	B	
13:04	    4.20	      90	0	S	
13:04	    4.20	      12	0	S	
13:04	    4.20	      12	0	S	
13:05	    4.20	     655	0	S	
13:05	    4.20	     170	0	S	
13:05	    4.20	    3433	0	S	
13:05	    4.20	       2	0	B	
13:05	    4.20	      32	0	B	
13:05	    4.19	       1	0	S	
13:05	    4.20	       4	0	B	
13:05	    4.20	     103	0	B	
13:05	    4.20	       5	0	B	
13:06	    4.20	      10	0	B	
13:06	    4.20	       3	0	B	
13:06	    4.20	      14	0	B	
13:06	    4.20	    1019	0	B	
13:06	    4.20	       4	0	B	
13:06	    4.20	       2	0	B	
13:06	    4.20	       5	0	B	
13:06	    4.20	       9	0	B	
13:06	    4.20	      87	0	B	
13:06	    4.20	      10	0	B	
13:06	    4.19	      15	0	S	
13:07	    4.20	       2	0	B	
13:07	    4.19	       1	0	S	
13:07	    4.20	      62	0	B	
13:07	    4.20	       2	0	B	
13:07	    4.20	      10	0	B	
13:07	    4.20	       3	0	B	
13:07	    4.20	      32	0	B	
13:07	    4.20	       6	0	B	
13:07	    4.20	       2	0	B	
13:07	    4.20	      20	0	B	
13:08	    4.20	      11	0	B	
13:08	    4.20	       2	0	B	
13:08	    4.20	       5	0	B	
13:08	    4.20	      82	0	B	
13:08	    4.20	      12	0	B	
13:08	    4.20	       6	0	B	
13:08	    4.20	      68	0	B	
13:08	    4.20	      21	0	B	
13:08	    4.20	     213	0	B	
13:08	    4.20	     135	0	B	
13:08	    4.20	       2	0	B	
13:08	    4.19	     211	0	S	
13:09	    4.19	       1	0	S	
13:09	    4.19	     550	0	S	
13:09	    4.20	       2	0	B	
13:09	    4.19	      20	0	S	
13:09	    4.20	      33	0	B	
13:09	    4.19	      93	0	S	
13:09	    4.20	      10	0	B	
13:09	    4.20	       2	0	B	
13:09	    4.20	      35	0	B	
13:09	    4.20	       2	0	B	
13:09	    4.20	       7	0	B	
13:09	    4.19	       1	0	S	
13:10	    4.20	      52	0	B	
13:10	    4.20	       6	0	B	
13:10	    4.20	       7	0	B	
13:10	    4.20	      32	0	B	
13:10	    4.20	      19	0	B	
13:10	    4.20	       2	0	B	
13:10	    4.19	      22	0	S	
13:10	    4.20	      15	0	B	
13:10	    4.20	      10	0	B	
13:10	    4.20	       2	0	B	
13:10	    4.20	      27	0	B	
13:10	    4.19	       1	0	S	
13:11	    4.19	      22	0	S	
13:11	    4.19	      16	0	S	
13:11	    4.20	       2	0	B	
13:11	    4.20	      29	0	B	
13:11	    4.19	      80	0	S	
13:11	    4.20	       2	0	B	
13:11	    4.20	      38	0	B	
13:11	    4.20	       2	0	B	
13:12	    4.20	      37	0	B	
13:12	    4.19	    1932	0	S	
13:12	    4.20	       2	0	B	
13:12	    4.20	      10	0	B	
13:12	    4.20	       2	0	B	
13:12	    4.20	      30	0	B	
13:12	    4.20	       1	0	B	
13:12	    4.20	      31	0	B	
13:12	    4.19	      31	0	S	
13:12	    4.19	      59	0	S	
13:12	    4.20	       3	0	B	
13:12	    4.20	      28	0	B	
13:12	    4.19	      48	0	S	
13:13	    4.20	       2	0	B	
13:13	    4.19	    1200	0	S	
13:13	    4.20	      40	0	B	
13:13	    4.20	      11	0	B	
13:13	    4.19	      36	0	S	
13:13	    4.20	      37	0	B	
13:13	    4.20	       2	0	B	
13:13	    4.19	    2000	0	S	
13:13	    4.19	       2	0	S	
13:13	    4.20	      54	0	B	
13:13	    4.19	      17	0	S	
13:13	    4.19	      10	0	S	
13:14	    4.20	       1	0	B	
13:14	    4.20	       2	0	B	
13:14	    4.19	      50	0	S	
13:14	    4.19	       5	0	S	
13:14	    4.20	     119	0	B	
13:14	    4.20	      21	0	B	
13:14	    4.20	       5	0	B	
13:14	    4.20	       2	0	B	
13:15	    4.20	       1	0	B	
13:15	    4.19	       1	0	S	
13:15	    4.19	       9	0	S	
13:15	    4.20	       2	0	B	
13:15	    4.20	      13	0	B	
13:15	    4.20	       1	0	B	
13:15	    4.19	       3	0	S	
13:15	    4.20	       1	0	B	
13:15	    4.20	       2	0	B	
13:15	    4.19	      58	0	S	
13:15	    4.20	      12	0	B	
13:15	    4.20	       1	0	B	
13:15	    4.20	       2	0	B	
13:15	    4.19	       2	0	S	
13:15	    4.19	       5	0	S	
13:16	    4.20	      32	0	B	
13:16	    4.20	       2	0	B	
13:16	    4.19	      36	0	S	
13:16	    4.20	     111	0	B	
13:16	    4.19	      50	0	S	
13:16	    4.19	    2002	0	S	
13:16	    4.19	    1212	0	S	
13:16	    4.19	      38	0	S	
13:16	    4.20	      78	0	B	
13:16	    4.19	      28	0	S	
13:16	    4.19	      66	0	S	
13:16	    4.19	     226	0	S	
13:16	    4.19	      50	0	B	
13:17	    4.19	       3	0	B	
13:17	    4.19	       5	0	B	
13:17	    4.19	       2	0	B	
13:17	    4.18	       1	0	S	
13:17	    4.19	     100	0	B	
13:17	    4.19	       2	0	B	
13:17	    4.18	      98	0	S	
13:18	    4.19	      35	0	B	
13:18	    4.18	       5	0	S	
13:18	    4.19	       4	0	B	
13:18	    4.18	     132	0	S	
13:18	    4.18	      24	0	S	
13:18	    4.19	       2	0	B	
13:18	    4.19	       2	0	B	
13:18	    4.19	      76	0	B	
13:18	    4.19	       1	0	B	
13:18	    4.18	     230	0	S	
13:18	    4.19	       9	0	B	
13:18	    4.18	      22	0	S	
13:19	    4.19	      53	0	B	
13:19	    4.18	      50	0	S	
13:19	    4.18	       6	0	S	
13:19	    4.18	       1	0	S	
13:19	    4.19	       2	0	B	
13:19	    4.18	       1	0	S	
13:19	    4.18	      13	0	S	
13:19	    4.18	      50	0	S	
13:19	    4.19	       2	0	B	
13:19	    4.18	    2547	0	S	
13:20	    4.19	      15	0	B	
13:20	    4.19	       1	0	B	
13:20	    4.18	       4	0	S	
13:20	    4.19	       2	0	B	
13:20	    4.18	      10	0	S	
13:20	    4.18	       1	0	S	
13:20	    4.19	       2	0	B	
13:20	    4.18	      20	0	S	
13:20	    4.19	      51	0	B	
13:20	    4.18	      23	0	S	
13:20	    4.18	      20	0	S	
13:21	    4.19	       2	0	B	
13:21	    4.18	      74	0	S	
13:21	    4.19	      17	0	B	
13:21	    4.19	      65	0	B	
13:21	    4.18	      94	0	S	
13:21	    4.19	      76	0	B	
13:21	    4.18	     306	0	S	
13:21	    4.18	      20	0	S	
13:21	    4.18	     526	0	S	
13:21	    4.19	       2	0	B	
13:22	    4.18	       1	0	S	
13:22	    4.19	      19	0	B	
13:22	    4.19	       2	0	B	
13:22	    4.18	     100	0	S	
13:22	    4.18	      18	0	S	
13:22	    4.19	      52	0	B	
13:22	    4.18	      36	0	S	
13:22	    4.19	      37	0	B	
13:22	    4.19	    1500	0	B	
13:22	    4.19	       5	0	B	
13:22	    4.19	       2	0	B	
13:22	    4.18	      60	0	S	
13:23	    4.19	       2	0	B	
13:23	    4.19	     100	0	B	
13:23	    4.18	       5	0	S	
13:23	    4.19	     122	0	B	
13:23	    4.19	      27	0	B	
13:23	    4.19	    2031	0	B	
13:23	    4.18	     264	0	S	
13:23	    4.18	      15	0	S	
13:23	    4.19	      55	0	B	
13:23	    4.19	      10	0	S	
13:23	    4.19	      80	0	S	
13:24	    4.20	       2	0	B	
13:24	    4.19	     181	0	S	
13:24	    4.20	      20	0	B	
13:24	    4.19	     110	0	S	
13:24	    4.20	       1	0	B	
13:24	    4.19	       5	0	S	
13:24	    4.19	      63	0	S	
13:24	    4.19	      25	0	S	
13:24	    4.19	      14	0	S	
13:24	    4.19	     329	0	S	
13:24	    4.19	       8	0	B	
13:24	    4.20	    1593	0	B	
13:24	    4.19	     254	0	S	
13:25	    4.19	     410	0	B	
13:25	    4.19	      27	0	B	
13:25	    4.20	       3	0	B	
13:25	    4.19	      51	0	S	
13:25	    4.19	      52	0	B	
13:25	    4.19	       1	0	B	
13:25	    4.18	      43	0	S	
13:26	    4.19	      40	0	B	
13:26	    4.19	       1	0	B	
13:26	    4.19	       1	0	B	
13:26	    4.19	      10	0	B	
13:26	    4.19	       2	0	B	
13:26	    4.19	       2	0	B	
13:26	    4.18	       2	0	S	
13:26	    4.18	       2	0	S	
13:26	    4.19	       2	0	B	
13:27	    4.19	       1	0	B	
13:27	    4.19	       2	0	B	
13:27	    4.18	       1	0	S	
13:27	    4.18	      20	0	S	
13:27	    4.18	      30	0	S	
13:27	    4.19	       2	0	B	
13:27	    4.19	     102	0	B	
13:27	    4.18	     900	0	S	
13:28	    4.19	       3	0	B	
13:28	    4.19	      13	0	B	
13:28	    4.18	       2	0	S	
13:28	    4.19	       7	0	B	
13:28	    4.19	       3	0	B	
13:28	    4.18	      10	0	S	
13:28	    4.18	      10	0	S	
13:28	    4.18	       3	0	S	
13:29	    4.19	       2	0	B	
13:29	    4.19	       2	0	B	
13:29	    4.18	      28	0	S	
13:29	    4.19	       2	0	B	
13:29	    4.18	      88	0	S	
13:29	    4.18	      20	0	S	
13:29	    4.18	      15	0	S	
13:29	    4.19	       4	0	B	
13:29	    4.18	       1	0	S	
13:29	    4.19	      50	0	B	
13:29	    4.18	     120	0	S	
13:29	    4.19	       2	0	B	
13:29	    4.18	      48	0	S	
13:30	    4.18	     201	0	S	
13:30	    4.19	      57	0	B	
13:30	    4.18	     340	0	S	
13:30	    4.19	       6	0	B	
13:30	    4.19	       6	0	B	
13:30	    4.18	      46	0	S	
13:30	    4.18	      21	0	S	
13:30	    4.18	      59	0	S	
13:30	    4.18	       6	0	S	
13:30	    4.18	       1	0	S	
13:30	    4.18	      64	0	S	
13:30	    4.18	      30	0	S	
13:30	    4.19	       2	0	B	
13:31	    4.19	       1	0	B	
13:31	    4.18	       2	0	S	
13:31	    4.19	       2	0	B	
13:31	    4.19	      42	0	B	
13:31	    4.18	     100	0	S	
13:31	    4.19	      21	0	B	
13:31	    4.19	       2	0	B	
13:31	    4.18	      30	0	S	
13:31	    4.19	       2	0	B	
13:31	    4.18	      17	0	S	
13:31	    4.19	       2	0	B	
13:31	    4.18	      19	0	S	
13:32	    4.19	       2	0	B	
13:32	    4.18	    1500	0	S	
13:32	    4.18	      71	0	S	
13:32	    4.18	     968	0	S	
13:32	    4.18	       3	0	B	
13:32	    4.18	       2	0	B	
13:32	    4.17	      18	0	S	
13:32	    4.18	      10	0	B	
13:32	    4.18	      10	0	B	
13:32	    4.18	      20	0	B	
13:32	    4.18	       5	0	B	
13:32	    4.18	      42	0	B	
13:32	    4.18	     367	0	B	
13:32	    4.18	      32	0	S	
13:33	    4.18	       2	0	S	
13:33	    4.19	       7	0	B	
13:33	    4.19	       1	0	B	
13:33	    4.18	      10	0	S	
13:33	    4.18	      34	0	S	
13:33	    4.19	      20	0	B	
13:33	    4.19	       2	0	B	
13:33	    4.19	      25	0	B	
13:34	    4.19	       2	0	B	
13:34	    4.18	      10	0	S	
13:34	    4.18	     100	0	S	
13:34	    4.19	      26	0	B	
13:34	    4.18	       1	0	S	
13:34	    4.19	      94	0	B	
13:34	    4.19	      16	0	B	
13:34	    4.18	      17	0	S	
13:34	    4.19	       2	0	B	
13:34	    4.18	     100	0	S	
13:34	    4.19	       2	0	B	
13:34	    4.18	       5	0	S	
13:35	    4.18	      21	0	S	
13:35	    4.18	      93	0	S	
13:35	    4.19	     200	0	B	
13:35	    4.19	      20	0	B	
13:35	    4.19	       2	0	B	
13:35	    4.18	      10	0	S	
13:35	    4.18	     660	0	S	
13:35	    4.19	       5	0	B	
13:35	    4.19	       2	0	B	
13:35	    4.19	       2	0	B	
13:35	    4.19	     200	0	B	
13:35	    4.18	      10	0	S	
13:36	    4.19	       2	0	B	
13:36	    4.19	     852	0	B	
13:36	    4.19	       2	0	B	
13:36	    4.19	     160	0	B	
13:36	    4.19	       5	0	B	
13:36	    4.19	      27	0	B	
13:36	    4.19	     120	0	B	
13:37	    4.18	       6	0	S	
13:37	    4.19	       2	0	B	
13:37	    4.19	      11	0	B	
13:37	    4.19	       1	0	B	
13:37	    4.19	       2	0	B	
13:37	    4.19	       2	0	B	
13:37	    4.19	       9	0	B	
13:37	    4.19	       2	0	B	
13:37	    4.19	      12	0	B	
13:38	    4.19	     185	0	B	
13:38	    4.18	      30	0	S	
13:38	    4.19	       1	0	B	
13:38	    4.19	       2	0	B	
13:38	    4.19	       2	0	B	
13:38	    4.18	      10	0	S	
13:38	    4.19	      13	0	B	
13:38	    4.19	      12	0	B	
13:38	    4.19	       1	0	B	
13:38	    4.18	      61	0	S	
13:38	    4.19	      50	0	B	
13:38	    4.19	      37	0	B	
13:39	    4.18	      49	0	S	
13:39	    4.19	     583	0	B	
13:39	    4.19	      88	0	B	
13:39	    4.18	     184	0	S	
13:39	    4.19	      59	0	B	
13:39	    4.19	     136	0	B	
13:39	    4.19	      48	0	B	
13:39	    4.19	      83	0	B	
13:39	    4.19	     156	0	B	
13:39	    4.19	      63	0	B	
13:39	    4.18	      13	0	S	
13:39	    4.19	      76	0	B	
13:39	    4.19	      22	0	B	
13:39	    4.18	       4	0	S	
13:40	    4.19	       2	0	B	
13:40	    4.19	     129	0	B	
13:40	    4.19	       3	0	B	
13:40	    4.19	      23	0	B	
13:40	    4.20	       2	0	B	
13:40	    4.20	      79	0	B	
13:41	    4.20	       2	0	B	
13:41	    4.20	       2	0	B	
13:41	    4.20	      40	0	B	
13:41	    4.20	     108	0	B	
13:41	    4.20	       2	0	B	
13:41	    4.20	       2	0	B	
13:41	    4.20	      67	0	B	
13:41	    4.20	       2	0	B	
13:41	    4.20	       2	0	B	
13:42	    4.20	       5	0	B	
13:42	    4.20	      93	0	B	
13:42	    4.19	       2	0	S	
13:42	    4.20	       3	0	B	
13:42	    4.20	       1	0	B	
13:42	    4.19	       3	0	S	
13:42	    4.19	      70	0	S	
13:42	    4.20	       2	0	B	
13:42	    4.19	      55	0	S	
13:42	    4.19	       2	0	S	
13:42	    4.20	       2	0	B	
13:42	    4.19	      50	0	S	
13:42	    4.20	       2	0	B	
13:43	    4.20	       1	0	B	
13:43	    4.19	     100	0	S	
13:43	    4.20	       2	0	B	
13:43	    4.20	       2	0	B	
13:43	    4.20	       2	0	B	
13:44	    4.20	       3	0	B	
13:44	    4.19	      20	0	S	
13:44	    4.20	       2	0	B	
13:44	    4.20	       2	0	B	
13:44	    4.20	       7	0	B	
13:44	    4.19	      72	0	S	
13:44	    4.19	      29	0	S	
13:44	    4.20	       2	0	B	
13:44	    4.20	       3	0	B	
13:44	    4.19	      15	0	S	
13:44	    4.20	       1	0	B	
13:45	    4.20	       2	0	B	
13:45	    4.19	      32	0	S	
13:45	    4.19	      29	0	S	
13:45	    4.20	       4	0	B	
13:45	    4.20	       2	0	B	
13:45	    4.19	       1	0	S	
13:45	    4.20	       2	0	B	
13:45	    4.19	      16	0	S	
13:45	    4.20	     100	0	B	
13:45	    4.19	       3	0	S	
13:45	    4.20	       2	0	B	
13:45	    4.20	      10	0	B	
13:46	    4.20	       1	0	B	
13:46	    4.20	    1181	0	B	
13:46	    4.20	       2	0	B	
13:46	    4.19	      14	0	S	
13:46	    4.20	      95	0	B	
13:46	    4.19	     100	0	S	
13:46	    4.20	       2	0	B	
13:46	    4.20	       2	0	B	
13:46	    4.20	      41	0	B	
13:46	    4.20	       2	0	B	
13:46	    4.20	      12	0	B	
13:46	    4.20	       1	0	B	
13:46	    4.20	      17	0	B	
13:47	    4.20	       2	0	B	
13:47	    4.20	      30	0	B	
13:47	    4.19	    1695	0	S	
13:47	    4.19	       1	0	B	
13:47	    4.19	      56	0	B	
13:47	    4.19	       3	0	B	
13:47	    4.19	      25	0	B	
13:47	    4.19	      30	0	B	
13:47	    4.19	      30	0	B	
13:47	    4.19	       1	0	B	
13:48	    4.19	       1	0	B	
13:48	    4.19	       2	0	B	
13:48	    4.19	      39	0	B	
13:48	    4.19	      50	0	B	
13:48	    4.19	       2	0	B	
13:48	    4.19	       2	0	B	
13:48	    4.18	       1	0	S	
13:48	    4.19	       2	0	B	
13:48	    4.19	       2	0	B	
13:48	    4.19	      60	0	B	
13:48	    4.19	       4	0	B	
13:49	    4.19	       3	0	B	
13:49	    4.19	      10	0	B	
13:49	    4.19	      10	0	B	
13:49	    4.19	       2	0	B	
13:49	    4.18	     100	0	S	
13:49	    4.19	       5	0	B	
13:49	    4.18	       7	0	S	
13:49	    4.19	      18	0	B	
13:49	    4.19	       2	0	B	
13:50	    4.19	       2	0	B	
13:50	    4.18	      16	0	S	
13:50	    4.19	      20	0	B	
13:50	    4.19	       2	0	B	
13:50	    4.19	     433	0	B	
13:50	    4.19	       2	0	B	
13:50	    4.19	      13	0	B	
13:50	    4.19	       2	0	B	
13:50	    4.18	      34	0	S	
13:50	    4.18	      15	0	S	
13:50	    4.19	      21	0	B	
13:51	    4.19	     280	0	B	
13:51	    4.18	      22	0	S	
13:51	    4.19	       2	0	B	
13:51	    4.19	       3	0	B	
13:51	    4.18	       2	0	S	
13:51	    4.18	      32	0	S	
13:51	    4.18	      39	0	S	
13:51	    4.19	      70	0	B	
13:51	    4.19	       2	0	B	
13:52	    4.19	      50	0	B	
13:52	    4.19	      16	0	B	
13:52	    4.18	      69	0	S	
13:52	    4.19	      64	0	B	
13:52	    4.19	       2	0	B	
13:52	    4.19	       2	0	B	
13:52	    4.19	     190	0	B	
13:53	    4.18	       1	0	S	
13:53	    4.19	       2	0	B	
13:53	    4.19	      13	0	B	
13:53	    4.19	       2	0	B	
13:53	    4.18	      30	0	S	
13:53	    4.18	      21	0	S	
13:53	    4.19	       2	0	B	
13:53	    4.18	       5	0	S	
13:53	    4.18	       1	0	S	
13:54	    4.19	       2	0	B	
13:54	    4.19	       3	0	B	
13:54	    4.18	       3	0	S	
13:54	    4.19	       2	0	B	
13:54	    4.18	      20	0	S	
13:54	    4.19	       2	0	B	
13:54	    4.19	       2	0	B	
13:54	    4.19	       1	0	B	
13:54	    4.19	       2	0	B	
13:55	    4.19	       2	0	B	
13:55	    4.18	      60	0	S	
13:55	    4.18	       6	0	S	
13:55	    4.18	       2	0	S	
13:55	    4.18	      39	0	S	
13:55	    4.19	      74	0	B	
13:55	    4.18	    1002	0	S	
13:55	    4.18	      17	0	S	
13:55	    4.19	      61	0	B	
13:56	    4.18	      64	0	S	
13:56	    4.18	      52	0	S	
13:56	    4.19	      32	0	B	
13:56	    4.18	    3569	0	S	
13:56	    4.18	      99	0	S	
13:56	    4.18	     212	0	S	
13:56	    4.18	       1	0	B	
13:56	    4.18	      86	0	B	
13:57	    4.18	      30	0	S	
13:57	    4.18	      39	0	S	
13:57	    4.18	      30	0	S	
13:57	    4.19	       9	0	B	
13:57	    4.18	      39	0	S	
13:57	    4.18	       5	0	B	
13:57	    4.18	       9	0	B	
13:57	    4.18	      11	0	B	
13:58	    4.18	       5	0	S	
13:58	    4.19	       1	0	B	
13:58	    4.18	      39	0	S	
13:58	    4.18	      10	0	S	
13:58	    4.19	      90	0	B	
13:58	    4.18	      39	0	S	
13:58	    4.19	       2	0	B	
13:58	    4.18	      14	0	S	
13:59	    4.19	       2	0	B	
13:59	    4.19	       1	0	B	
13:59	    4.19	       2	0	B	
13:59	    4.18	      12	0	S	
13:59	    4.19	       3	0	B	
13:59	    4.19	      12	0	B	
13:59	    4.18	       1	0	S	
13:59	    4.18	       8	0	S	
14:00	    4.19	       4	0	B	
14:00	    4.19	       1	0	B	
14:00	    4.19	      22	0	B	
14:00	    4.18	       8	0	S	
14:00	    4.18	      22	0	S	
14:00	    4.18	      13	0	S	
14:00	    4.18	      39	0	S	
14:00	    4.19	     300	0	B	
14:01	    4.18	      17	0	S	
14:01	    4.19	       2	0	B	
14:01	    4.19	      30	0	B	
14:01	    4.19	     101	0	B	
14:01	    4.18	      20	0	S	
14:01	    4.18	      13	0	S	
14:01	    4.19	       2	0	B	
14:01	    4.19	      15	0	B	
14:01	    4.19	      63	0	B	
14:02	    4.19	       2	0	B	
14:02	    4.18	       5	0	S	
14:02	    4.19	       2	0	B	
14:02	    4.19	       1	0	B	
14:02	    4.19	    1000	0	B	
14:02	    4.19	      39	0	B	
14:02	    4.19	       1	0	B	
14:02	    4.19	      16	0	B	
14:02	    4.18	      50	0	S	
14:02	    4.19	     100	0	B	
14:02	    4.19	      21	0	B	
14:02	    4.19	       2	0	B	
14:02	    4.19	       2	0	B	
14:02	    4.19	      11	0	B	
14:02	    4.18	      12	0	S	
14:03	    4.19	     220	0	B	
14:03	    4.19	       2	0	B	
14:03	    4.19	     100	0	B	
14:03	    4.19	      24	0	B	
14:03	    4.19	      14	0	B	
14:03	    4.19	     102	0	B	
14:03	    4.18	       2	0	S	
14:03	    4.19	       3	0	B	
14:03	    4.19	     151	0	B	
14:03	    4.18	      14	0	S	
14:03	    4.19	       9	0	B	
14:03	    4.19	       2	0	B	
14:04	    4.19	      80	0	B	
14:04	    4.19	       2	0	B	
14:04	    4.19	       5	0	B	
14:04	    4.19	       1	0	B	
14:04	    4.19	       2	0	B	
14:04	    4.18	      16	0	S	
14:04	    4.19	       1	0	B	
14:04	    4.18	      28	0	S	
14:04	    4.19	     242	0	B	
14:05	    4.19	       2	0	B	
14:05	    4.19	       6	0	B	
14:05	    4.18	      17	0	S	
14:05	    4.19	      79	0	B	
14:05	    4.19	       2	0	B	
14:05	    4.19	       1	0	B	
14:05	    4.19	       3	0	B	
14:05	    4.19	       5	0	B	
14:05	    4.18	      20	0	S	
14:05	    4.18	     313	0	S	
14:05	    4.19	       2	0	B	
14:06	    4.18	      20	0	S	
14:06	    4.18	       1	0	S	
14:06	    4.19	       2	0	B	
14:06	    4.18	       1	0	S	
14:06	    4.19	      31	0	B	
14:06	    4.19	       7	0	B	
14:06	    4.19	       1	0	B	
14:06	    4.18	     198	0	S	
14:06	    4.19	       3	0	B	
14:06	    4.18	     200	0	S	
14:07	    4.19	       1	0	B	
14:07	    4.19	       2	0	B	
14:07	    4.18	     200	0	S	
14:07	    4.19	       2	0	B	
14:07	    4.18	       3	0	S	
14:07	    4.19	       4	0	B	
14:07	    4.18	      14	0	S	
14:07	    4.18	       6	0	S	
14:07	    4.19	       2	0	B	
14:07	    4.19	     103	0	B	
14:07	    4.19	      15	0	B	
14:07	    4.18	      30	0	S	
14:08	    4.19	       2	0	B	
14:08	    4.18	      20	0	S	
14:08	    4.19	      22	0	B	
14:08	    4.19	       2	0	B	
14:08	    4.19	      75	0	B	
14:08	    4.19	       2	0	B	
14:08	    4.19	       6	0	B	
14:09	    4.19	       2	0	B	
14:09	    4.18	      30	0	S	
14:09	    4.18	      38	0	S	
14:09	    4.19	       1	0	B	
14:09	    4.18	     303	0	S	
14:09	    4.19	       2	0	B	
14:09	    4.19	      11	0	B	
14:09	    4.19	     110	0	B	
14:09	    4.18	      20	0	S	
14:09	    4.19	       1	0	B	
14:09	    4.18	       1	0	S	
14:10	    4.18	      13	0	S	
14:10	    4.19	       2	0	B	
14:10	    4.18	     300	0	S	
14:10	    4.18	      33	0	S	
14:10	    4.18	     291	0	S	
14:10	    4.18	      13	0	S	
14:10	    4.18	      19	0	S	
14:10	    4.19	      13	0	B	
14:10	    4.18	      83	0	S	
14:10	    4.18	      10	0	S	
14:10	    4.19	      10	0	B	
14:10	    4.18	      30	0	S	
14:10	    4.18	     800	0	S	
14:10	    4.19	       2	0	B	
14:10	    4.18	    2920	0	S	
14:10	    4.18	       2	0	B	
14:11	    4.18	      37	0	B	
14:11	    4.18	       7	0	B	
14:11	    4.18	      85	0	B	
14:11	    4.18	     100	0	B	
14:11	    4.17	       2	0	S	
14:11	    4.18	    2044	0	B	
14:11	    4.18	      15	0	S	
14:11	    4.18	     110	0	S	
14:11	    4.18	      75	0	S	
14:11	    4.18	      53	0	S	
14:12	    4.18	       1	0	S	
14:12	    4.18	       5	0	S	
14:12	    4.19	       5	0	B	
14:12	    4.18	      28	0	S	
